,age,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,employment_type,salary
26123,40,10,0,2,0,1,0,0,50,1,1,0
26124,43,9,0,2,0,1,0,0,40,1,0,0
26125,32,9,1,3,0,1,0,0,40,1,1,1
26126,31,6,1,5,0,0,0,0,40,1,1,1
26128,44,12,0,2,0,1,0,0,40,1,0,0
26129,46,13,0,2,0,1,0,0,40,1,0,0
26130,53,14,0,2,0,1,0,0,50,1,2,0
26131,43,13,0,2,0,1,0,0,40,1,1,1
26132,41,13,1,3,0,0,0,0,40,1,0,1
26133,35,9,1,0,3,1,0,0,40,1,1,1
26134,48,13,0,2,0,1,0,0,45,1,1,1
26135,28,14,0,1,0,0,0,0,40,1,0,1
26136,44,13,1,0,0,0,0,0,32,1,1,1
26138,51,15,1,3,0,0,0,0,40,1,0,1
26139,28,9,1,0,0,1,0,0,50,1,1,1
26140,36,13,1,3,0,1,0,0,60,1,1,1
26141,28,9,0,2,0,1,0,0,35,1,1,1
26142,21,10,1,4,0,1,0,0,40,1,1,1
26144,36,10,0,2,0,1,0,0,40,1,0,1
26146,31,9,1,3,0,1,0,0,43,1,1,1
26147,44,9,0,2,0,1,0,0,60,1,2,1
26148,49,7,1,0,0,1,0,0,40,1,0,1
26149,40,9,0,2,0,1,0,0,40,1,1,1
26150,64,16,0,2,2,1,0,0,40,0,0,0
26151,54,14,0,2,0,1,1,0,40,1,0,0
26152,27,10,0,2,2,1,0,0,55,0,1,1
26153,18,10,1,4,0,0,0,0,20,1,1,1
26154,68,5,0,2,3,1,0,0,44,1,1,1
26155,64,16,1,3,0,1,0,0,80,1,1,0
26156,36,9,0,2,1,1,0,0,40,1,1,1
26157,21,9,1,4,0,1,0,0,24,1,1,1
26158,22,10,1,4,0,1,0,0,30,1,1,1
26159,61,13,0,2,0,1,0,0,40,1,1,1
26160,24,10,1,4,0,1,0,0,10,0,1,1
26161,49,13,0,2,0,1,0,0,50,1,0,0
26162,25,10,1,5,0,0,0,0,30,0,1,1
26164,29,10,1,3,0,1,0,0,45,1,1,1
26165,22,9,1,4,3,0,0,0,40,1,1,1
26166,57,10,0,2,1,1,0,0,40,1,0,1
26167,41,13,1,3,0,0,0,1,40,1,1,1
26168,29,9,0,2,0,1,0,0,40,1,1,0
26169,20,10,1,0,3,0,0,0,35,1,1,1
26170,47,15,0,2,0,1,0,0,45,1,1,0
26171,22,9,1,3,0,0,0,0,55,1,1,1
26172,59,11,1,3,0,1,0,0,50,1,2,0
26173,42,14,0,2,1,1,0,0,40,1,0,0
26174,64,10,1,3,0,0,0,0,35,1,2,1
26175,29,9,1,0,3,1,0,0,40,1,0,1
26176,25,10,1,3,0,1,0,0,20,1,0,1
26177,62,10,1,3,0,0,0,0,40,1,1,1
26178,44,14,1,3,0,1,1,0,45,1,1,0
26179,21,9,1,3,0,0,0,0,40,1,1,1
26180,60,10,0,2,0,1,1,0,40,1,1,0
26181,46,6,1,0,3,1,0,0,40,1,1,1
26182,44,13,1,3,0,1,0,1,40,1,0,0
26183,21,9,1,4,0,0,0,0,19,1,1,1
26184,18,7,1,4,0,1,0,0,18,1,1,1
26185,39,13,0,1,0,0,1,0,32,1,1,1
26186,33,14,0,2,0,1,0,0,45,1,1,0
26187,63,2,1,3,0,1,0,0,40,1,1,1
26188,52,9,0,2,0,1,0,0,52,1,0,0
26189,17,5,1,4,3,1,0,0,22,1,1,1
26190,45,15,0,2,0,1,0,1,50,1,2,0
26191,31,9,1,4,0,1,0,0,40,1,1,1
26192,35,10,0,2,0,1,0,0,40,1,1,1
26193,31,9,0,2,0,1,0,0,40,1,1,0
26194,51,10,1,3,0,0,0,0,40,1,0,1
26195,48,9,0,2,0,1,0,0,60,1,0,1
26196,28,9,0,2,1,1,0,0,40,1,1,1
26198,38,10,1,0,0,0,0,0,40,0,1,1
26199,43,13,0,2,0,1,0,0,40,1,0,0
26200,30,9,0,2,0,1,0,0,40,1,1,1
26201,24,8,1,5,0,1,0,0,55,1,1,1
26202,46,13,0,2,0,1,0,0,60,1,1,0
26203,50,6,0,2,0,1,0,0,60,1,1,1
26204,22,9,1,5,0,1,0,0,35,1,1,1
26205,18,9,1,4,3,1,0,0,15,1,0,1
26206,53,13,0,2,0,1,0,0,45,1,1,0
26207,40,13,0,2,0,1,0,0,44,1,1,0
26208,36,16,0,2,0,1,0,0,35,1,2,1
26209,32,13,0,2,0,1,0,0,43,1,1,0
26210,39,9,1,4,0,1,0,0,12,1,1,1
26211,46,9,0,2,0,1,0,0,40,1,1,1
26212,26,13,1,3,0,1,0,0,42,1,0,1
26213,19,10,1,4,0,1,0,0,15,1,1,1
26214,24,9,0,3,0,0,0,0,40,0,1,1
26215,28,14,1,4,0,1,0,0,40,1,1,1
26216,25,14,1,4,0,0,0,0,40,1,0,1
26217,44,10,0,2,0,1,0,0,40,1,1,0
26218,38,9,0,2,0,1,0,0,40,0,1,1
26219,42,14,1,3,0,1,0,0,45,1,0,1
26220,28,9,0,4,0,1,0,0,40,1,1,1
26222,47,13,1,3,3,1,0,0,60,1,1,0
26223,46,9,0,2,0,1,1,0,35,0,1,1
26224,21,10,1,4,0,0,0,0,40,0,0,1
26226,35,13,1,3,0,0,0,0,45,1,1,1
26227,26,9,0,2,0,1,0,0,40,1,1,1
26228,21,10,1,3,0,0,0,0,30,1,1,1
26229,67,4,0,2,0,1,0,0,40,1,2,1
26230,54,9,1,0,0,1,0,0,40,1,1,0
26231,26,14,1,5,0,1,0,0,25,1,1,1
26232,51,13,1,3,0,0,0,0,50,1,1,1
26233,27,10,1,3,0,1,0,0,45,1,1,1
26235,39,10,1,4,0,0,0,0,40,1,1,1
26236,32,13,1,3,0,0,0,0,48,1,1,0
26237,52,9,1,3,0,1,0,0,40,1,1,1
26238,21,10,0,2,3,1,0,0,40,1,1,1
26239,27,9,1,4,0,1,0,0,38,1,0,1
26240,46,4,1,3,0,1,0,0,45,1,1,1
26241,42,11,0,2,0,1,0,0,30,1,1,1
26242,79,13,0,2,0,1,0,0,20,1,2,0
26243,50,13,0,1,1,0,0,0,40,1,0,0
26245,43,10,1,5,0,1,1,0,40,1,0,1
26246,51,14,0,2,0,1,0,0,60,1,0,1
26247,45,10,0,2,0,1,1,0,50,1,1,0
26248,65,9,1,3,0,1,1,0,20,1,1,1
26249,66,13,0,2,0,1,0,0,5,1,1,0
26250,36,11,0,2,0,1,0,0,99,1,2,1
26251,26,12,1,4,0,0,0,0,36,1,1,1
26252,28,10,1,3,3,1,0,0,50,1,1,1
26253,39,15,0,2,0,1,0,0,45,1,2,0
26254,43,10,0,2,0,1,0,0,60,1,1,1
26255,20,9,1,4,0,0,0,0,40,0,1,1
26256,29,10,1,0,0,1,0,0,40,1,1,1
26257,32,13,0,2,0,1,0,1,50,1,1,0
26258,44,13,1,3,0,0,1,0,40,1,2,1
26260,60,10,0,2,0,1,0,0,40,1,1,1
26261,34,9,0,2,0,1,0,0,40,1,1,0
26262,60,9,1,3,0,0,0,0,40,1,1,1
26263,38,7,1,0,0,0,0,0,40,1,1,1
26264,29,11,0,2,0,1,0,0,40,1,1,1
26265,41,10,1,3,0,1,0,1,40,1,1,1
26266,49,13,1,3,0,0,0,0,40,1,1,1
26267,37,3,1,0,0,0,0,0,40,0,1,1
26268,37,16,1,3,0,0,0,1,60,1,2,0
26269,43,10,0,2,0,1,0,0,38,1,1,0
26270,41,14,1,3,0,0,1,0,55,1,1,1
26272,19,5,1,5,0,1,0,0,60,1,1,1
26273,29,10,0,2,0,1,0,0,35,1,1,1
26274,40,9,0,2,0,1,0,0,15,1,2,1
26275,53,4,0,2,0,1,0,0,40,1,1,0
26276,27,13,0,2,0,1,0,0,55,1,1,1
26277,44,9,0,2,0,1,1,0,50,0,2,0
26278,29,12,1,0,0,0,0,0,38,1,1,1
26279,25,3,0,2,4,1,0,0,40,0,1,1
26280,38,9,0,2,0,1,0,0,55,1,1,1
26281,48,13,0,2,0,1,0,0,50,1,2,0
26282,18,10,1,4,0,0,0,0,12,1,1,1
26283,50,9,1,0,0,1,0,1,50,1,1,1
26284,37,9,0,1,0,0,0,0,40,1,1,0
26285,48,13,1,0,0,0,0,0,20,1,1,1
26286,50,10,1,3,0,1,0,0,32,1,1,1
26288,24,10,1,4,0,0,0,0,30,1,1,1
26289,34,10,0,2,3,1,0,0,40,1,1,0
26290,19,10,1,4,0,1,0,0,40,1,1,1
26291,39,9,1,4,0,1,0,0,40,1,1,1
26292,40,10,1,3,0,0,0,0,40,1,1,1
26293,30,9,1,0,0,0,0,0,40,1,1,1
26294,27,9,1,3,0,1,0,0,40,1,1,1
26297,46,10,0,2,0,1,0,0,40,1,1,0
26298,24,13,1,4,0,0,0,0,50,1,0,1
26299,18,8,1,4,0,1,0,0,20,1,1,1
26300,50,16,0,2,0,1,0,0,60,1,2,0
26301,42,7,0,2,0,1,0,0,40,1,1,1
26302,42,5,0,2,0,1,0,0,40,1,1,1
26303,37,11,0,2,0,1,1,0,40,1,1,1
26304,57,10,1,3,0,0,0,0,16,1,1,1
26305,27,13,0,2,2,1,0,0,40,0,1,0
26306,31,6,0,2,0,1,0,0,40,1,1,1
26307,34,14,1,0,0,0,0,0,40,1,0,1
26308,55,9,1,5,0,0,0,0,40,1,2,1
26309,56,7,0,2,0,1,0,0,40,1,1,1
26310,36,13,0,1,0,0,0,1,38,1,0,1
26311,35,10,1,4,0,1,0,0,40,1,0,1
26313,28,14,1,3,0,1,0,0,50,1,1,1
26314,38,13,1,3,0,1,0,0,40,1,1,1
26315,30,9,0,2,0,1,0,0,60,1,2,1
26316,18,10,1,4,0,0,0,0,20,1,1,1
26317,35,11,0,2,0,1,0,0,40,1,1,0
26318,53,9,1,3,0,0,0,0,40,1,1,1
26319,46,15,1,0,0,0,0,0,40,1,1,1
26320,45,10,0,2,0,1,0,0,40,1,1,1
26321,35,6,0,2,2,1,0,0,60,0,1,1
26322,41,9,1,4,0,1,0,0,40,1,1,1
26323,60,9,0,2,0,1,0,0,70,1,2,0
26324,18,10,1,4,0,1,0,1,15,1,1,1
26325,19,9,1,4,0,1,0,0,40,1,1,1
26326,24,9,0,2,0,1,0,1,50,1,1,1
26327,56,13,0,2,0,1,1,0,40,1,0,0
26328,28,9,1,3,0,1,0,0,70,1,1,1
26329,29,9,1,3,0,1,0,0,32,1,1,1
26330,35,10,1,4,0,1,0,0,40,1,2,1
26333,18,9,1,4,0,1,0,0,35,1,1,1
26334,53,9,1,3,0,1,0,0,40,1,1,1
26335,26,14,0,2,0,1,0,0,20,0,1,1
26336,55,10,0,2,0,1,0,0,40,1,1,0
26337,45,10,0,2,0,1,0,0,40,1,0,0
26338,28,9,1,4,0,1,0,0,40,1,1,1
26339,32,13,0,2,0,1,0,0,40,1,1,0
26340,27,9,1,4,0,1,0,0,40,1,1,1
26341,35,9,1,3,0,0,0,0,40,1,1,1
26342,36,9,1,0,0,0,0,0,37,1,1,1
26343,41,13,0,2,0,1,1,0,45,1,1,0
26344,23,13,1,4,0,1,0,0,20,1,1,1
26345,22,8,1,5,0,1,0,0,40,1,1,1
26346,36,15,1,0,0,1,1,0,40,1,2,0
26347,65,13,0,2,0,1,0,0,40,1,2,0
26349,25,9,1,4,0,0,0,0,40,0,1,1
26350,33,10,0,2,0,1,0,1,40,1,0,0
26351,31,10,0,2,0,1,0,0,40,1,1,1
26352,50,13,0,2,0,1,0,0,40,1,0,0
26353,49,10,0,2,0,1,0,0,50,1,0,0
26354,43,13,1,0,0,0,0,0,40,1,1,1
26355,23,10,0,5,0,0,0,0,40,1,0,1
26356,34,14,0,2,2,1,1,0,40,0,1,0
26357,23,10,1,4,3,0,0,0,40,1,1,1
26358,63,6,0,2,0,1,0,0,40,1,1,1
26359,33,9,1,3,0,1,0,0,40,1,1,1
26360,51,13,1,0,0,1,0,0,50,1,2,1
26361,31,9,1,3,0,1,0,0,45,1,1,1
26362,32,10,0,4,0,0,1,0,40,0,1,1
26364,31,10,1,3,3,0,0,0,36,0,1,1
26365,47,11,0,2,0,1,0,0,40,1,1,0
26366,54,10,0,2,0,1,0,0,40,1,0,0
26367,23,10,1,3,0,1,0,0,40,1,1,1
26368,34,9,0,2,0,1,0,0,40,1,1,0
26369,46,7,0,1,3,0,0,0,35,1,1,0
26370,34,12,1,3,0,1,0,0,50,1,1,0
26371,31,9,1,3,0,1,0,0,50,1,1,1
26372,41,9,0,2,0,1,0,0,40,0,1,1
26374,27,11,1,5,0,1,0,0,30,1,2,1
26376,23,10,1,4,0,1,0,0,40,1,1,1
26378,59,12,0,2,0,1,0,0,40,1,0,1
26379,56,9,0,2,0,1,1,0,40,1,1,1
26380,35,9,0,2,1,1,0,0,40,1,2,1
26381,59,9,0,2,0,1,0,0,45,0,1,1
26382,47,11,0,2,0,1,0,0,40,1,1,0
26383,51,9,1,3,0,0,0,0,44,1,2,1
26384,42,13,1,0,0,0,0,0,45,1,1,1
26385,29,10,1,4,0,0,0,0,40,1,0,1
26386,23,9,1,0,0,1,0,0,45,0,1,1
26387,43,9,0,2,0,1,0,0,60,1,2,1
26388,46,10,0,2,0,1,0,0,40,1,1,1
26389,30,10,1,3,0,0,0,0,40,1,1,1
26390,23,10,1,4,0,0,0,0,20,1,1,1
26391,29,14,1,3,0,0,0,0,35,1,0,1
26392,33,9,1,3,0,0,0,0,45,1,1,1
26393,33,9,0,2,3,1,1,0,40,1,0,1
26394,46,10,1,0,0,0,0,0,45,1,0,1
26395,35,10,1,3,3,0,0,0,40,1,1,1
26396,36,13,0,2,0,1,0,1,40,1,1,0
26397,25,9,1,0,0,0,0,0,37,1,1,1
26398,35,13,0,2,0,1,0,0,40,1,1,1
26399,30,4,1,0,0,1,0,0,42,1,1,1
26400,39,10,0,2,2,1,0,0,84,1,1,0
26401,37,10,0,2,0,1,0,0,55,1,1,1
26402,22,9,1,3,0,1,0,0,42,1,1,1
26403,25,9,0,2,0,1,0,0,60,1,1,1
26404,50,9,0,1,3,0,0,0,40,1,1,1
26406,33,11,1,3,0,1,0,0,45,1,1,1
26407,59,3,0,2,0,1,0,0,40,0,2,1
26408,24,9,1,3,0,0,0,0,40,1,1,1
26409,41,13,0,2,0,1,0,0,55,1,1,1
26411,60,13,1,4,0,1,0,0,60,1,1,1
26412,19,9,1,0,0,1,0,0,30,1,1,1
26413,23,10,1,5,0,1,0,0,40,1,1,1
26414,57,14,0,2,0,1,1,0,40,1,2,0
26415,36,14,0,2,0,1,0,1,40,0,1,0
26417,24,13,1,4,0,1,0,0,40,1,1,1
26418,32,9,0,2,0,1,0,0,50,1,1,0
26419,27,13,0,2,0,1,0,0,45,1,1,0
26420,43,11,1,4,0,0,0,0,55,1,1,1
26422,54,11,1,3,0,0,0,0,40,1,1,1
26423,22,9,0,2,0,1,0,0,45,1,1,1
26424,29,9,1,3,0,1,0,0,50,1,1,1
26425,22,8,1,3,1,1,0,0,50,1,1,1
26426,37,13,0,2,0,1,0,0,50,1,1,0
26427,38,16,0,2,0,1,0,0,50,1,2,0
26428,34,10,0,2,0,1,0,0,40,1,1,1
26429,45,10,0,2,0,1,0,0,84,1,1,0
26430,28,2,1,3,0,0,0,0,40,0,1,1
26431,68,16,1,3,0,0,0,0,40,0,1,1
26432,36,9,0,2,2,1,0,0,40,0,1,1
26433,20,5,1,0,0,1,0,0,30,0,1,1
26434,24,10,1,4,0,0,0,0,45,1,1,1
26435,38,10,1,0,0,0,0,0,40,1,1,1
26436,32,13,1,3,0,0,0,0,40,1,1,1
26437,34,10,0,2,0,1,1,0,50,1,1,0
26438,47,9,1,3,0,0,1,0,40,0,1,1
26439,28,13,1,3,0,0,0,0,50,1,1,1
26440,32,15,0,2,0,1,0,0,40,1,1,0
26441,58,9,0,2,0,1,0,0,40,1,1,1
26442,64,15,0,2,0,1,1,0,35,1,2,0
26443,38,10,1,4,0,0,0,0,50,1,1,1
26444,43,9,1,3,0,0,0,0,40,1,1,1
26445,28,8,1,3,0,1,0,0,40,1,1,1
26447,23,13,1,4,2,0,0,0,20,1,1,1
26448,25,5,1,4,3,1,1,0,40,1,1,1
26449,41,9,1,3,3,1,1,0,40,1,1,1
26451,41,10,0,2,3,1,0,0,40,1,1,1
26452,27,13,0,2,0,1,0,0,40,1,1,1
26453,54,4,1,0,0,1,0,0,30,1,1,1
26454,28,9,1,4,0,0,0,0,25,1,0,1
26455,29,4,0,2,0,1,0,1,40,1,1,1
26456,36,9,1,3,0,1,0,0,30,1,1,1
26457,41,13,0,2,2,1,0,1,60,0,2,0
26458,60,10,0,2,0,1,0,0,40,1,2,1
26459,34,14,0,2,0,1,0,0,38,1,0,1
26461,27,10,0,1,0,0,0,0,42,1,1,0
26462,60,6,0,2,0,1,0,0,40,1,1,1
26463,39,11,0,2,0,1,0,0,40,1,1,1
26464,59,8,1,5,3,1,0,0,35,1,1,1
26465,34,16,0,2,0,1,0,0,32,0,2,0
26466,36,11,0,2,0,1,0,0,40,1,1,1
26467,54,10,0,2,0,1,0,0,40,1,1,0
26468,48,11,0,2,0,1,0,0,40,1,1,0
26469,19,4,1,4,0,1,0,0,33,1,1,1
26470,40,15,0,2,0,1,0,0,40,1,1,0
26471,25,9,1,3,0,1,0,0,45,1,1,1
26472,39,12,1,0,0,1,0,0,40,1,1,1
26473,34,10,0,2,0,1,0,0,40,1,2,1
26474,30,9,1,0,0,0,0,0,30,1,1,1
26475,43,9,1,0,3,0,0,0,24,1,1,1
26476,35,13,0,2,2,1,0,0,40,0,1,0
26477,36,16,0,2,0,1,0,1,50,1,0,0
26478,59,9,0,2,0,1,0,0,65,1,2,0
26479,33,9,0,2,0,1,0,0,40,1,2,1
26480,22,10,1,4,0,1,0,0,50,1,1,1
26481,48,9,0,2,0,1,0,0,45,1,1,1
26482,54,9,1,0,0,0,0,0,40,1,1,1
26483,49,10,1,3,0,0,0,0,38,1,1,1
26484,37,13,1,3,0,0,0,0,40,1,1,1
26485,45,9,0,2,3,1,0,0,40,1,1,1
26486,51,10,1,3,0,0,0,0,40,1,2,1
26487,46,10,0,2,0,1,0,0,40,1,1,1
26488,31,13,0,1,0,0,0,0,40,1,2,0
26490,39,10,0,4,3,0,0,0,50,1,1,0
26491,35,9,0,2,0,1,1,0,40,1,1,1
26492,26,13,1,4,0,0,0,0,40,1,1,0
26493,51,10,0,2,0,1,1,0,40,1,1,0
26494,31,14,0,2,2,1,0,0,6,0,1,1
26495,39,9,0,2,0,1,0,0,40,1,1,0
26496,26,7,1,5,0,1,0,0,30,0,1,1
26497,25,13,0,2,0,1,0,0,35,1,1,1
26498,61,10,0,2,0,1,0,1,40,1,0,0
26499,49,9,1,4,0,0,0,0,40,1,1,1
26500,53,13,1,3,0,0,0,0,45,0,1,1
26501,52,1,0,2,0,1,0,0,40,0,1,1
26502,52,9,0,2,0,1,0,0,55,1,1,1
26504,50,9,1,3,3,1,0,0,40,1,1,1
26505,29,13,1,3,0,0,1,0,35,1,1,0
26506,76,4,1,3,0,1,0,0,30,1,1,1
26507,19,9,1,4,0,0,0,0,15,1,1,1
26508,25,9,0,2,0,1,0,0,40,1,1,1
26509,45,9,1,0,0,0,0,0,40,1,1,1
26510,34,12,1,4,0,0,0,0,35,1,1,1
26511,20,10,1,4,0,0,0,0,16,1,1,1
26514,27,10,0,2,0,1,0,0,40,1,1,1
26515,41,10,0,2,0,1,1,0,40,1,1,1
26516,43,9,0,2,0,1,0,0,60,0,1,1
26517,23,9,1,4,0,0,0,0,40,1,1,1
26518,37,10,1,0,3,0,0,0,40,1,0,1
26519,31,13,0,2,0,1,0,0,40,1,1,1
26520,33,10,0,2,0,1,0,0,4,1,0,1
26521,28,12,1,4,0,1,0,0,20,1,1,1
26523,35,10,1,0,0,0,0,0,40,1,1,1
26524,41,12,0,2,0,1,0,0,75,1,1,0
26525,17,7,1,5,0,0,0,0,12,1,1,1
26526,41,13,0,1,3,0,0,0,40,1,0,0
26527,44,11,1,3,0,1,0,0,45,1,1,1
26528,47,4,0,2,0,1,0,0,40,0,1,1
26529,24,9,1,4,3,1,0,0,40,1,1,1
26530,38,11,1,0,0,0,0,0,40,1,2,1
26531,34,10,0,2,3,1,0,0,52,0,1,1
26532,62,9,1,3,3,0,0,0,35,1,0,1
26533,27,9,0,2,0,1,0,0,38,1,0,1
26534,59,10,0,1,0,0,0,0,40,1,1,0
26535,35,14,0,2,0,1,0,0,40,1,1,1
26536,38,9,1,0,3,0,0,0,32,1,1,1
26537,28,10,1,4,0,0,0,0,50,1,1,1
26538,28,9,1,5,0,0,0,0,38,1,1,1
26539,59,5,0,2,0,1,0,0,40,1,0,1
26540,42,10,1,4,0,0,0,0,40,1,1,1
26541,54,14,1,3,0,0,0,0,32,1,0,0
26542,39,9,0,2,0,1,0,0,45,1,1,1
26543,41,13,0,2,0,1,0,0,40,1,1,1
26544,43,13,1,0,0,0,0,0,40,0,1,1
26545,32,13,0,2,2,1,0,0,50,0,2,0
26546,62,10,1,0,0,0,0,1,33,1,1,1
26547,58,9,1,3,0,0,0,0,40,1,1,1
26548,43,9,1,3,0,1,0,0,40,1,1,1
26550,31,9,1,0,0,0,0,0,40,1,1,1
26551,51,14,0,1,0,0,0,0,70,1,0,0
26552,54,13,1,4,3,0,0,0,36,1,1,1
26553,20,10,1,3,0,1,0,0,70,1,1,1
26554,35,10,0,2,0,1,0,0,40,1,1,0
26555,22,9,1,4,0,0,0,0,36,1,1,1
26556,38,13,1,3,0,1,1,0,60,1,1,1
26557,42,9,0,2,0,1,0,0,40,1,1,1
26558,44,14,0,2,0,1,0,0,40,1,0,0
26559,28,9,0,2,0,1,0,0,70,1,2,0
26560,74,10,0,2,0,1,0,0,35,1,2,0
26561,34,9,0,1,3,0,0,0,40,1,1,1
26562,50,9,0,2,0,1,0,0,52,1,0,1
26563,50,11,1,0,0,0,0,0,40,1,1,1
26564,43,9,0,2,0,1,0,0,40,1,1,1
26565,29,9,0,2,0,1,0,0,40,1,2,1
26567,61,9,0,2,0,1,0,0,50,1,1,0
26568,21,10,1,4,2,0,0,0,40,0,1,1
26570,47,16,0,2,0,1,0,0,40,0,1,0
26571,39,12,1,0,0,0,0,1,40,1,1,1
26572,33,9,0,2,0,1,0,0,40,1,1,1
26573,22,9,1,5,3,0,0,0,37,1,1,1
26574,38,10,1,0,3,0,0,0,40,1,1,1
26575,45,10,0,2,0,1,0,0,40,1,1,1
26576,42,9,0,2,0,1,0,0,45,1,1,0
26577,35,10,1,3,0,1,0,0,45,0,1,1
26578,21,9,1,3,0,0,0,0,40,1,1,1
26579,49,11,1,3,3,0,0,0,44,1,0,1
26580,50,13,1,4,4,0,0,0,40,1,1,1
26581,36,16,0,1,0,0,0,0,36,1,0,0
26582,20,9,1,4,0,1,0,0,20,1,1,1
26583,49,9,1,0,3,0,0,0,40,1,1,1
26584,40,13,0,2,0,1,0,0,60,1,0,0
26585,22,10,1,0,0,0,0,0,40,1,1,1
26587,67,7,1,0,0,0,0,0,20,1,1,1
26588,21,10,1,3,4,0,0,0,40,1,1,1
26589,60,9,0,2,1,1,0,0,50,1,2,1
26590,17,7,1,4,0,0,0,0,12,1,1,1
26591,43,14,0,1,0,0,1,0,32,1,1,0
26592,49,13,0,2,0,1,0,0,45,1,0,0
26593,41,13,1,3,3,0,1,0,60,1,1,0
26594,38,10,1,0,0,1,0,0,40,1,1,1
26595,38,9,0,2,0,1,0,0,40,1,1,1
26596,35,12,0,2,0,1,0,0,99,1,1,0
26597,40,10,1,3,0,1,0,0,40,1,1,1
26600,40,9,0,2,0,1,0,0,60,1,1,0
26601,46,9,1,0,0,0,0,0,40,1,0,1
26602,25,10,1,0,0,0,0,0,22,1,1,1
26603,36,9,0,2,3,1,1,0,40,1,1,0
26604,24,12,1,3,0,1,0,0,48,1,1,1
26605,62,9,0,2,0,1,0,0,48,1,1,1
26606,54,1,0,2,2,1,0,0,40,0,1,1
26607,23,13,0,5,0,0,0,0,40,1,1,1
26608,60,9,0,1,0,0,0,0,40,1,1,1
26609,18,9,1,4,0,0,0,0,8,1,2,1
26610,41,10,0,1,3,0,0,0,40,1,0,1
26611,45,14,1,3,0,0,0,0,40,1,0,1
26612,62,11,1,0,3,0,0,0,40,1,0,1
26613,28,13,1,0,3,0,0,0,40,1,1,1
26614,36,10,0,2,0,1,0,0,60,0,2,0
26615,31,9,1,5,0,1,0,0,40,1,1,1
26617,33,9,1,0,0,1,0,0,50,1,2,1
26618,62,15,0,2,0,1,0,0,16,1,2,1
26619,27,4,0,1,0,0,0,0,40,1,1,1
26620,42,11,1,0,3,0,0,0,40,1,0,0
26621,55,5,1,5,3,1,0,0,37,1,1,1
26622,41,9,1,3,0,0,0,0,50,1,1,1
26623,26,10,0,2,0,1,1,0,50,1,1,1
26624,45,10,0,1,0,0,0,0,40,1,1,0
26625,67,9,1,3,0,1,0,0,65,1,2,1
26626,25,11,0,2,0,1,0,0,45,1,1,1
26627,30,9,0,2,0,1,0,1,48,1,2,0
26628,22,13,1,0,0,1,0,0,40,1,1,1
26629,19,10,1,4,0,1,0,0,20,1,1,1
26630,26,13,1,3,0,0,0,0,45,1,1,1
26631,61,9,0,2,0,1,0,0,50,1,1,1
26632,32,15,1,3,0,0,1,0,50,1,1,0
26633,43,9,1,3,0,0,0,0,40,1,1,1
26634,53,9,1,3,0,0,0,0,20,1,1,1
26635,53,10,1,3,0,1,0,0,45,1,0,1
26636,42,8,1,3,0,1,0,0,10,1,2,1
26637,36,9,0,1,0,0,0,0,40,1,1,0
26638,55,13,0,2,0,1,0,0,99,1,2,1
26639,35,13,0,2,0,1,1,0,40,1,0,0
26640,17,7,1,4,0,0,0,0,16,1,1,1
26641,55,15,1,3,0,0,0,0,35,1,2,1
26642,36,9,0,2,0,1,0,0,40,1,1,1
26643,40,14,0,1,0,0,0,0,40,1,0,0
26644,54,6,1,3,3,0,0,0,10,1,2,1
26645,45,13,1,3,0,1,0,0,45,1,2,1
26646,48,10,0,2,0,1,0,0,40,1,1,0
26647,40,15,1,3,0,1,0,0,60,1,0,0
26648,31,13,0,2,0,1,0,0,50,1,1,1
26649,26,13,1,4,2,1,0,0,40,0,1,1
26650,34,10,0,1,0,0,0,1,40,1,1,0
26651,19,9,1,4,4,0,0,0,25,0,1,1
26652,31,12,0,2,0,1,0,0,40,1,0,1
26653,34,9,1,3,0,0,0,0,30,1,1,1
26654,55,14,0,2,0,1,0,0,55,1,0,0
26655,38,10,0,2,0,1,0,0,40,1,1,1
26656,21,9,1,5,0,1,0,0,20,0,1,1
26657,27,4,0,2,0,1,0,0,40,1,1,1
26658,35,9,1,3,3,1,0,0,40,1,1,1
26659,20,10,1,4,4,0,0,0,20,1,1,1
26660,24,11,1,0,0,0,0,0,38,1,2,1
26662,18,7,1,4,0,1,0,0,4,1,0,1
26663,28,10,1,0,0,0,0,0,40,1,0,1
26664,36,9,1,3,0,0,0,0,40,1,1,1
26665,66,10,0,2,0,1,0,1,20,1,1,1
26666,19,10,1,4,0,0,0,0,15,1,1,1
26667,59,6,0,1,0,0,0,0,36,1,2,1
26668,33,9,0,2,0,1,0,0,46,1,1,1
26669,28,4,1,3,0,1,0,0,40,0,1,1
26670,34,13,1,3,0,1,0,1,40,1,1,1
26671,41,10,1,3,0,0,0,0,55,1,1,1
26672,30,7,0,2,0,1,0,0,45,1,1,1
26673,59,9,0,2,0,1,0,0,40,1,1,1
26674,42,13,0,2,0,1,0,0,60,1,1,1
26675,47,9,1,5,3,0,1,0,38,1,1,0
26676,29,6,1,0,0,0,0,0,40,0,1,1
26677,60,10,1,3,0,1,0,0,50,1,1,0
26678,53,9,0,2,0,1,1,0,35,1,0,1
26679,41,4,0,2,0,1,0,0,60,1,1,1
26680,32,10,1,0,0,0,0,0,30,1,1,1
26682,20,9,1,3,0,0,0,0,30,1,1,1
